"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.75957823","9.05392927","8.96823457","10.98005261","15.0976127","23.77526832","33.46568143","49.45413952","58.17040087","52.85364287","53.0005398","57.9260532","57.50402019","52.73113333","60.4785991","59.03253073","60.25345388","55.47662098","54.22624322","68.1627476","106.19143471","","",
"American Samoa","ASM","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.2972402","337.40475584","326.02687552","366.7329766","345.91952067","355.56208704","350.94037122","365.26142005","350.88516232","333.15748216","420.41751829","406.60982793","422.18284491","412.47860961","486.52550602","469.12111023","453.78668177","441.13693566","510.53232213","468.42029704","500.05607683","","",
"Australia","AUS","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1175.62196475","1109.16520957","1268.76200856","1598.57642986","1979.1596839","2165.25711716","2289.04418252","2781.61678761","2970.59914895","2929.13379806","3600.11535529","4329.06046847","4325.11949257","3957.46452674","4307.17378934","3782.21746471","3878.03205092","4145.22788103","4193.43605417","4099.964116","4431.03077505","","",
"Austria","AUT","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1682.86150358","1680.96545472","1834.3865169","2260.87947489","2590.12369117","2695.66656984","2828.75746721","3260.49907236","3732.00021647","3590.60529525","3475.56824212","3756.43685306","3618.98198149","3778.29665705","3911.28340535","3342.26833668","3408.04957304","3645.70234395","3975.25710759","3941.74038833","4265.44926706","","",
"Azerbaijan","AZE","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58059662","5.44522063","5.4712328","6.69878478","8.76847144","14.04535953","20.73610859","33.75914809","46.88450514","54.91821032","57.89221656","66.79899683","81.80812166","81.99925002","87.11752314","70.09502412","44.15912128","40.658019","43.09521869","60.17585764","65.97134067","","",
"Burundi","BDI","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.02162865","2.29478853","1.90593773","1.54958197","3.04369242","3.11823421","3.93079689","4.20593115","3.03580802","4.24192172","4.42046301","8.20740545","6.35879598","3.72196312","7.18488471","7.00206759","6.36746355","6.01348552","5.71501108","6.06700864","6.07196312","","",
"Belgium","BEL","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1378.75934711","1416.19480533","1536.92387855","2086.30324354","2484.45629546","2547.64679592","2644.76558652","3015.4709359","3524.99275466","3539.14990327","3454.78793891","3755.8665851","3597.02381488","3765.05352755","3867.07962578","3399.29558782","3494.15363934","3676.28904044","3972.55603651","3787.38263681","3966.00327488","","",
"Benin","BEN","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.05952607","4.71299041","4.09543287","4.6426531","5.73709278","5.5031892","6.02286703","5.62954727","6.18596808","7.93460407","7.31301596","8.75073528","8.3077987","9.2848372","7.20026132","6.09833448","6.03555495","8.91995175","5.85860563","6.33449213","10.77707633","","",
"Burkina Faso","BFA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4013303","2.53052125","3.03382643","3.56610109","6.89177676","5.41655733","6.54446574","7.40052871","8.46463359","9.91433261","8.1940893","9.79513168","7.81315","12.29112082","12.48399823","9.2049504","15.89119716","18.65075326","16.57909433","17.17314707","23.54473671","","",
"Bangladesh","BGD","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.42757424","1.82363706","2.27942359","2.5377712","2.67336969","2.54206863","2.81392511","3.24137164","3.3461322","3.62930659","4.35039989","4.75053385","4.76846127","5.22015237","5.61003404","5.73340587","7.87356598","8.9745517","9.3824752","9.43376367","9.14320207","","",
"Bulgaria","BGR","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.2850303","67.18396259","87.91286595","118.84364516","138.53303846","159.49854216","163.76174839","201.38201398","252.36699808","247.12506234","267.77277696","300.93875305","283.79798622","309.6563905","352.49429819","291.45916059","310.03733992","343.09524268","397.63744044","412.84511231","512.65143403","","",
"Bahrain","BHR","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302.09097778","314.42215292","336.01061429","364.84381513","371.62164834","403.13139979","411.10957517","442.15654558","483.72830589","556.68239184","564.88535946","599.51836755","673.64179821","724.30677012","730.15175264","737.61330997","682.03739405","625.00399658","617.18744003","596.94808023","695.93602246","","",
"Bahamas, The","BHS","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","374.19249675","395.22054183","401.35308528","426.73251944","425.36260095","448.99368228","477.77738204","534.43882992","604.79748186","636.59026864","640.82675791","632.78336933","649.17876363","699.1584821","715.15444308","691.3762316","823.84437536","1145.0864893","959.63028391","1002.2763905","1120.86512469","","",
"Bosnia and Herzegovina","BIH","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.27306622","59.70724004","70.86202682","111.2912993","126.54950646","131.95340368","153.66196636","201.61396973","256.02492213","278.60639314","276.46796726","309.12446267","305.08687913","330.57891721","346.35288004","297.72359061","318.61837738","329.42766467","368.76448751","373.84282519","410.79786217","","",
"Belarus","BLR","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.70260064","53.33025921","60.74637782","80.3073246","105.26973661","142.18948233","154.25033079","190.32855205","223.46960675","181.45307368","226.38362761","196.50893156","233.35014385","278.1245916","274.22449886","214.55831798","206.12071461","224.39169548","241.47359314","274.66171953","289.27419282","","",
"Belize","BLZ","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.09311151","83.37766062","88.94615568","86.89922177","88.05054548","93.76015989","108.76504947","136.42510385","165.72872913","155.55213836","161.47706609","165.66773964","162.34816234","172.51472711","184.20695787","193.25900392","204.3213449","194.5283445","196.69799545","204.39003714","199.73071416","","",
"Bermuda","BMU","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.76858912","24.3331215","23.11208864","24.58300541","24.13605086","28.04133226","31.33460351","37.49848935","45.59657282","54.48552961","58.76315421","69.62471418","76.78062867","93.10303109","111.60180746","128.14468983","133.48139192","145.88119518","166.53904844","170.02942309","173.34888082","","",
"Brazil","BRA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129.32587746","110.38630059","104.12898358","107.27451141","125.61439056","159.67783843","207.73388677","255.18587432","308.45049206","317.72222828","402.38873914","457.48902574","413.54290868","435.31874961","446.50474732","338.49178102","342.75336886","391.23177087","354.73819906","346.47301073","313.57747693","","",
"Barbados","BRB","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319.61320519","338.89731278","365.6951204","450.99370031","557.23905719","548.76615904","577.68718741","567.86832091","628.85575939","636.55199486","597.06476006","565.66604353","718.36276577","643.02037274","556.05721568","542.62764374","546.14519167","535.50880211","534.39199325","525.12407787","624.71465649","","",
"Brunei Darussalam","BRN","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427.0623551","385.86350735","394.79277453","443.0629712","513.1019704","538.2527323","554.71306522","606.71109025","699.41247906","659.86771612","723.35955909","787.21317206","790.31015067","755.82205393","727.97032294","695.96794276","648.01247985","605.29091604","717.1890248","636.92087387","611.73240697","","",
"Bhutan","BTN","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.77153434","25.42995657","26.03863201","25.82155755","30.45042265","29.83987498","30.18605829","41.59892721","39.61668994","43.88967994","51.86983977","56.7696977","58.19592613","59.23053129","59.90790302","71.66804989","71.86982647","77.04527904","80.90132048","84.83902644","104.29878936","","",
"Botswana","BWA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.07021093","108.63163043","113.10735551","147.20701541","162.91485274","148.88945117","143.54485956","168.10914725","196.08949872","168.40339687","217.92911583","255.23114738","261.85706543","267.4292623","273.10413869","242.72445527","246.02803326","336.34928976","287.81510518","292.07744021","270.98247035","","",
"Central African Republic","CAF","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.96886124","3.55099778","3.60294459","4.56291697","4.70137569","3.47657809","4.39704355","5.10459528","3.86887832","3.31447386","2.64334811","2.13547238","3.27416692","3.46212947","2.80767931","1.60405104","2.23107947","3.02271027","3.07953922","3.5816994","5.42784934","","",
"Canada","CAN","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1458.24848788","1496.62566","1556.96715343","1866.72108705","2130.66980899","2403.76096226","2630.67862223","2938.0638995","3132.7991565","3082.59100415","3563.27208969","3819.3449331","3905.04517511","3880.16970318","3693.31867181","3306.72043133","3252.90027696","3417.37648692","3529.81420362","3547.4285646","4212.77856036","4536.54040628","",
"Central Europe and the Baltics","CEB","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.096713241391","185.780875986319","221.335750001608","277.755519668771","324.635979766742","383.161030782479","424.306063517515","532.899034841779","683.113739621811","621.226338214387","628.636515162261","660.6387870503","611.958331549949","667.950674317757","681.228150306528","590.455682055342","612.497587962258","684.381446344744","783.57502083331","812.012457819625","896.919002696582","","",
"Switzerland","CHE","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1016.90206874","1127.7236425","1320.92528445","1576.10565356","1732.26568006","1761.6455246","1736.13397544","1890.15058554","2250.53767604","2346.02520129","2493.58823462","3027.88310133","3008.8597743","3041.3440123","3074.46406524","2985.30670673","2925.79361537","3031.3860417","3081.66931259","3104.01759869","3676.76569","","",
"Channel Islands","CHI","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.69557612","118.89829176","121.21288215","133.78239793","168.69400453","197.05654261","236.47372369","274.64978822","316.31364149","345.96944885","410.14342497","469.05888461","518.40479978","563.98758616","548.99206357","544.16385101","585.77157723","689.32199372","740.6114733","697.30277096","720.85262758","840.71398684","",
"China","CHN","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.44797232","10.21417309","12.73238727","16.11409638","19.52050867","24.008209","29.09393969","38.588089","59.75246245","81.65267377","98.28117352","128.80104871","159.02065426","188.14107447","212.05372589","236.98070967","231.70224724","249.69626627","284.78994813","302.07379755","319.27696917","","",
"Cote d'Ivoire","CIV","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1881621","4.57737998","5.26815691","6.03392247","6.92151407","6.58931709","7.08326604","8.35876039","10.020653","10.88843755","9.57931123","9.55399052","12.55167152","14.00256412","16.52976838","15.61912109","17.05355258","19.71050585","20.62832043","22.24538715","31.30802898","","",
"Cameroon","CMR","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51681249","5.51647383","6.95810265","8.37532824","7.90186295","7.36439512","7.63446027","7.4586877","8.12867278","6.47757323","5.6232","8.58246783","9.17709106","7.4898093","9.62342078","5.09252825","5.21841152","2.0896849","5.60053475","6.260494","9.44745207","","",
"Congo, Dem. Rep.","COD","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.77245582","0.22936333","0.17629947","0.38581675","0.34978139","0.46137381","0.56027007","0.67529191","0.9271592","0.90416579","1.29235415","1.33270901","2.19848571","2.21735564","2.6012871","3.19130239","2.5137388","1.86537566","2.69579114","3.14110163","3.41377304","","",
"Congo, Rep.","COG","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.96658679","9.01783659","4.33850492","5.65474498","6.26779973","7.82418831","11.74697251","13.02019971","31.31485996","14.10818049","24.54316389","22.24365092","30.74174166","34.84010523","34.30353156","26.26813269","23.59536047","20.21344092","16.84150288","25.82333312","34.88469917","","",
"Colombia","COL","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.08750578","103.60383488","100.40298131","100.07885168","117.05827742","150.28629256","172.56380113","218.34157496","262.31214142","276.27116722","326.56817909","368.42764772","381.82892603","405.11283055","413.04691948","331.90612624","314.53867912","351.8637651","370.36022442","371.67432177","346.78553762","","",
"Comoros","COM","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.64040173","3.63724285","7.31508147","8.18173393","8.47897032","7.67481802","7.34903652","7.30031448","6.30407336","5.34153318","5.2246501","14.60755798","11.80252505","10.53007776","8.92683821","6.16655925","7.79070737","9.56045067","11.62172647","12.50183054","11.69849223","","",
"Cabo Verde","CPV","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.99433519","45.84061749","49.6614746","61.23358071","65.68194392","65.36059964","73.72824316","89.23925252","85.92053373","91.42776813","90.37728327","101.33967795","100.3235957","104.731108","103.6590966","91.79716274","91.73999099","102.78370999","110.48407172","111.49305653","108.30794956","","",
"Costa Rica","CRI","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160.81551088","167.28890759","184.6968395","190.74340942","191.53769981","197.95495473","237.85616167","280.49474636","346.55215331","375.71871856","473.06549114","520.93233347","548.7877049","579.98683037","584.44308812","636.43348334","638.45929858","627.58570318","653.15350934","663.61976758","684.37430864","","",
"Caribbean small states","CSS","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.997962042993","112.731101964138","127.854434521836","127.135737257942","146.797870944305","163.949100693796","168.114506775983","199.352147674319","226.992063515816","227.566161865409","240.098275376381","253.809394213877","258.860454175368","275.252851064969","277.252236870863","303.753404685982","306.341642357133","343.897024990996","338.512595939958","351.32807000183","355.77505684851","","",
"Cuba","CUB","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151.61459458","161.2873253","172.24630398","181.09301749","186.10647587","281.74200484","331.63764274","513.89160051","554.99691565","620.78619007","552.80704553","619.34290121","521.45649815","622.7105347","779.90809703","890.13392605","881.96013237","874.45636434","863.54352675","901.83828332","1079.6912258","","",
"Curacao","CUW","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308.27648521","327.18671488","395.19348466","503.29116735","531.35339519","566.50520102","631.33856537","731.29557152","896.84198561","895.4440157","935.62803464","1002.41883006","872.10744523","873.00246515","796.74238636","671.260802","693.19546651","735.51172546","849.24345412","1128.0517988","1757.31717586","","",
"Czechia","CZE","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304.18498783","339.77447904","438.38212471","560.46039046","653.80276218","726.68377441","805.53871887","930.24390162","1173.89025696","1195.37961567","1142.1187846","1269.27130281","1159.09999182","1296.55383277","1249.22522547","1055.9097278","1082.12039155","1281.97432773","1482.13306676","1526.63370195","1853.10123448","","",
"Germany","DEU","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1833.38793314","1834.45042551","1998.07328616","2440.50730224","2625.78082102","2692.66683939","2782.27511483","3144.0715701","3515.12841575","3536.69092682","3490.37949493","3798.92270278","3595.1677159","3897.29815826","4087.52685198","3559.03619035","3665.82423362","3929.09316483","4251.8416085","4227.04866494","4651.75465568","","",
"Djibouti","DJI","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.83639846","13.25569012","13.64340773","16.4299399","16.44226461","16.73558489","21.99959739","23.86804182","28.64023848","30.12047898","31.17156566","39.79411638","37.63223735","37.99414836","39.52075855","41.14376169","33.83786556","30.4415552","31.85686306","30.06840248","31.48001066","","",
"Dominica","DMA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.8836691","128.40229942","118.97345207","135.52853861","137.71171673","148.14263904","153.04397258","154.46705952","174.17665168","190.09367337","212.51022638","229.70450972","245.51195284","237.52781393","240.8780018","251.24249574","273.90150019","279.21642649","321.71265723","285.24703457","265.73602804","","",
"Denmark","DNK","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2074.39913393","2170.75218637","2426.8539348","3026.66444776","3504.77799773","3720.54368225","4008.06871201","4577.48692282","5156.95134352","5254.76143543","5200.32239977","5403.97892686","5204.01156976","5350.14708704","5460.88079209","4660.90738566","4734.65313802","4898.05096956","5219.89087357","5071.8133245","5463.45552482","6299.46771576","",
"Dominican Republic","DOM","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.67858491","50.30595311","51.82295263","27.83193351","28.3295796","54.38362932","57.19080345","78.78220686","107.17269866","116.55801097","138.64195907","159.68053074","167.19003087","171.44909278","160.78634089","161.94431397","191.61799121","201.52726845","200.6990248","211.86982308","232.47894565","","",
"Algeria","DZA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.70202772","51.33013556","50.3972631","58.46818741","66.37611704","70.19423488","80.39788361","105.92313184","149.64161734","148.10162638","159.85345752","203.59943232","245.53361202","236.70454134","260.06503695","206.38721658","177.43077674","171.24480053","169.78751561","162.98092678","134.46690443","","",
"East Asia & Pacific (excluding high income)","EAP","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2023799961456","10.743627944618","13.0357102496707","16.1447091129452","18.9396881582761","22.6080353275173","27.8830315834943","36.4125979589325","52.4066593668343","67.5529548416228","80.071210993487","102.895992756225","125.217137372008","146.067000078876","163.442987901712","180.377324514708","178.363819801023","191.731787190136","216.91308793836","230.218264327653","244.543244619599","","",
"Early-demographic dividend","EAR","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5113812572214","30.4261038497202","26.955841205186","30.0054717312799","33.98667653684","38.1506871122875","44.9622863502339","52.3275483558791","58.0587242424544","60.6107284710698","68.1363468683552","76.9777158395263","81.4870388019395","84.0199095279376","85.9803187634711","85.4882182885977","81.9352281716011","89.4917418197416","85.5873793959571","77.2822744438012","83.5299956176014","","",
